striker,total_matches,total_runs_x,balls_faced,not_outs_as_striker,not_outs_as_non_striker,total_not_outs,total_runs_y,dismissed,average,strike_rate,centuries,half_centuries,thirties,0s,1s,2s,3s,4s,6s
Al Islam,1.0,1.0,1.0,0.0,2.0,2.0,1.0,-1.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Al-Amin,22.0,232.0,219.0,0.0,4.0,4.0,232.0,18.0,12.89,105.94,0.0,0.0,2.0,100.0,78.0,12.0,0.0,22.0,7.0
Al-Amin Hossain,21.0,56.0,96.0,3.0,11.0,14.0,56.0,7.0,8.0,58.33,0.0,0.0,0.0,62.0,25.0,2.0,1.0,6.0,0.0
Alam Nakash,3.0,25.0,27.0,0.0,0.0,0.0,25.0,3.0,8.33,92.59,0.0,0.0,0.0,13.0,9.0,3.0,0.0,1.0,1.0
Alauddin Babu,16.0,118.0,113.0,1.0,5.0,6.0,118.0,10.0,11.8,104.42,0.0,0.0,1.0,47.0,50.0,5.0,0.0,4.0,7.0
Alex Carthew,2.0,12.0,23.0,0.0,1.0,1.0,12.0,1.0,12.0,52.17,0.0,0.0,0.0,14.0,6.0,3.0,0.0,0.0,0.0
Alexandros Karvelas,3.0,70.0,74.0,0.0,0.0,0.0,70.0,3.0,23.33,94.59,0.0,0.0,1.0,37.0,28.0,2.0,0.0,2.0,5.0
Alfredo Puentes,1.0,4.0,19.0,0.0,1.0,1.0,4.0,0.0,0.0,21.05,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0
Ali Abdulla Popalzae,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Ali Dawood,6.0,25.0,29.0,0.0,3.0,3.0,25.0,3.0,8.33,86.21,0.0,0.0,0.0,15.0,11.0,0.0,0.0,2.0,1.0
Ali Farasat,9.0,110.0,93.0,0.0,0.0,0.0,110.0,9.0,12.22,118.28,0.0,0.0,0.0,44.0,28.0,7.0,0.0,8.0,6.0
Ali Hasan,1.0,10.0,7.0,0.0,1.0,1.0,10.0,0.0,0.0,142.86,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0
Ali Ivan,1.0,11.0,40.0,0.0,0.0,0.0,11.0,1.0,11.0,27.5,0.0,0.0,0.0,31.0,7.0,2.0,0.0,0.0,0.0
Ali Khan,9.0,23.0,26.0,1.0,2.0,3.0,23.0,6.0,3.83,88.46,0.0,0.0,0.0,15.0,7.0,1.0,0.0,2.0,1.0
Ali Masood,10.0,230.0,222.0,1.0,0.0,1.0,230.0,9.0,25.56,103.6,0.0,1.0,1.0,107.0,66.0,18.0,2.0,26.0,3.0
Ali Mohammadipour,1.0,19.0,14.0,0.0,0.0,0.0,19.0,1.0,19.0,135.71,0.0,0.0,0.0,8.0,1.0,1.0,0.0,4.0,0.0
Ali Naseer,11.0,171.0,139.0,2.0,1.0,3.0,171.0,8.0,21.38,123.02,0.0,0.0,2.0,52.0,57.0,11.0,0.0,11.0,8.0
Ali Nayyer,11.0,166.0,126.0,2.0,4.0,6.0,166.0,5.0,33.2,131.75,0.0,0.0,1.0,46.0,49.0,12.0,1.0,9.0,9.0
Ali Raza,3.0,23.0,19.0,0.0,2.0,2.0,23.0,1.0,23.0,121.05,0.0,0.0,0.0,8.0,7.0,1.0,0.0,2.0,1.0
Ali Saleem,8.0,126.0,124.0,1.0,0.0,1.0,126.0,7.0,18.0,101.61,0.0,1.0,0.0,61.0,36.0,16.0,0.0,4.0,7.0
Ali Waqar,3.0,23.0,34.0,0.0,0.0,0.0,23.0,3.0,7.67,67.65,0.0,0.0,0.0,18.0,13.0,1.0,0.0,2.0,0.0
Ali Yalmaz,7.0,51.0,41.0,1.0,0.0,1.0,51.0,6.0,8.5,124.39,0.0,0.0,0.0,19.0,15.0,1.0,0.0,1.0,5.0
Ali Zaheer,5.0,46.0,57.0,1.0,1.0,2.0,46.0,3.0,15.33,80.7,0.0,0.0,0.0,26.0,24.0,3.0,0.0,4.0,0.0
Alok Kapali,50.0,508.0,581.0,8.0,6.0,14.0,508.0,36.0,14.11,87.44,0.0,0.0,5.0,269.0,241.0,20.0,3.0,35.0,13.0
