striker,total_matches,total_runs_x,balls_faced,not_outs_as_striker,not_outs_as_non_striker,total_not_outs,total_runs_y,dismissed,average,strike_rate,centuries,half_centuries,thirties,0s,1s,2s,3s,4s,6s
SSD Arachchige,1.0,22.0,30.0,0.0,0.0,0.0,22.0,1.0,22.0,73.33,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,1.0
SSJ Brooks,53.0,1147.0,972.0,2.0,3.0,5.0,1147.0,48.0,23.9,118.0,1.0,3.0,12.0,417.0,344.0,71.0,3.0,85.0,52.0
SSM Stanislaus,25.0,432.0,431.0,0.0,3.0,3.0,432.0,22.0,19.64,100.23,0.0,1.0,5.0,209.0,146.0,28.0,0.0,29.0,19.0
SSN Nqweni,5.0,38.0,38.0,2.0,1.0,3.0,38.0,2.0,19.0,100.0,0.0,0.0,0.0,16.0,14.0,5.0,0.0,2.0,1.0
ST Doheny,3.0,19.0,21.0,0.0,0.0,0.0,19.0,3.0,6.33,90.48,0.0,0.0,0.0,10.0,7.0,2.0,0.0,2.0,0.0
ST Finn,21.0,50.0,67.0,4.0,12.0,16.0,50.0,5.0,10.0,74.63,0.0,0.0,0.0,28.0,34.0,2.0,0.0,3.0,0.0
ST Gabriel,6.0,4.0,11.0,1.0,3.0,4.0,4.0,2.0,2.0,36.36,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0
ST Jayasuriya,61.0,1402.0,1087.0,4.0,1.0,5.0,1402.0,56.0,25.04,128.98,1.0,8.0,9.0,552.0,250.0,52.0,9.0,161.0,62.0
ST de Silva,2.0,3.0,7.0,0.0,0.0,0.0,3.0,2.0,1.5,42.86,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0
STR Binny,68.0,915.0,730.0,10.0,12.0,22.0,915.0,46.0,19.89,125.34,0.0,0.0,10.0,276.0,280.0,63.0,7.0,68.0,36.0
STRA de Silva,3.0,65.0,65.0,0.0,1.0,1.0,65.0,2.0,32.5,100.0,0.0,0.0,1.0,26.0,22.0,12.0,1.0,4.0,0.0
SV Kitime,4.0,22.0,33.0,0.0,0.0,0.0,22.0,4.0,5.5,66.67,0.0,0.0,0.0,22.0,6.0,2.0,0.0,3.0,0.0
SV Samson,168.0,4262.0,3192.0,10.0,8.0,18.0,4262.0,150.0,28.41,133.52,3.0,21.0,34.0,1162.0,1271.0,212.0,15.0,335.0,197.0
SVE Bharathi,6.0,7.0,17.0,0.0,2.0,2.0,7.0,4.0,1.75,41.18,0.0,0.0,0.0,11.0,5.0,1.0,0.0,0.0,0.0
SW Ambris,3.0,45.0,62.0,0.0,2.0,2.0,45.0,1.0,45.0,72.58,0.0,0.0,0.0,32.0,23.0,3.0,0.0,4.0,0.0
SW Billings,219.0,4483.0,3441.0,18.0,14.0,32.0,4483.0,187.0,23.97,130.28,0.0,23.0,30.0,1183.0,1405.0,309.0,20.0,372.0,152.0
SW Currie,8.0,9.0,18.0,2.0,3.0,5.0,9.0,3.0,3.0,50.0,0.0,0.0,0.0,10.0,7.0,1.0,0.0,0.0,0.0
SW Masakadza,5.0,18.0,24.0,1.0,0.0,1.0,18.0,4.0,4.5,75.0,0.0,0.0,0.0,11.0,10.0,2.0,0.0,1.0,0.0
SW Poynter,49.0,681.0,561.0,10.0,9.0,19.0,681.0,30.0,22.7,121.39,0.0,1.0,6.0,179.0,242.0,73.0,3.0,50.0,14.0
SW Tait,25.0,62.0,77.0,2.0,15.0,17.0,62.0,8.0,7.75,80.52,0.0,0.0,0.0,38.0,31.0,2.0,1.0,3.0,2.0
Saad Ali,1.0,8.0,9.0,0.0,0.0,0.0,8.0,1.0,8.0,88.89,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0
Saad Bin Zafar,14.0,187.0,141.0,0.0,5.0,5.0,187.0,9.0,20.78,132.62,0.0,0.0,0.0,56.0,47.0,14.0,0.0,16.0,8.0
Saad Khan,9.0,154.0,149.0,0.0,0.0,0.0,154.0,9.0,17.11,103.36,0.0,1.0,0.0,75.0,44.0,11.0,0.0,13.0,6.0
Saad Masood,1.0,16.0,8.0,0.0,0.0,0.0,16.0,1.0,16.0,200.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0
Saad Nasim,10.0,127.0,119.0,1.0,0.0,1.0,127.0,9.0,14.11,106.72,0.0,0.0,1.0,42.0,61.0,3.0,0.0,9.0,4.0
Sabbir Rahman,133.0,2672.0,2338.0,5.0,6.0,11.0,2672.0,122.0,21.9,114.29,1.0,9.0,22.0,989.0,876.0,142.0,6.0,228.0,97.0
Saber Zakhil,13.0,332.0,219.0,1.0,1.0,2.0,332.0,11.0,30.18,151.6,0.0,1.0,5.0,95.0,63.0,15.0,1.0,17.0,28.0
Sachin Baby,11.0,144.0,123.0,0.0,2.0,2.0,144.0,9.0,16.0,117.07,0.0,0.0,1.0,50.0,44.0,13.0,0.0,11.0,5.0
Sachin Ganpat Shinde,1.0,6.0,22.0,0.0,0.0,0.0,6.0,1.0,6.0,27.27,0.0,0.0,0.0,17.0,4.0,1.0,0.0,0.0,0.0
Sachin Kumar,4.0,26.0,34.0,0.0,1.0,1.0,26.0,3.0,8.67,76.47,0.0,0.0,0.0,19.0,10.0,2.0,0.0,3.0,0.0
Sachin Mandy,8.0,57.0,70.0,0.0,0.0,0.0,57.0,8.0,7.12,81.43,0.0,0.0,0.0,39.0,19.0,5.0,0.0,7.0,0.0
Saeed Ahmed,1.0,18.0,10.0,0.0,0.0,0.0,18.0,1.0,18.0,180.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,2.0
Saeed Ajmal,25.0,133.0,125.0,4.0,13.0,17.0,133.0,8.0,16.62,106.4,0.0,0.0,0.0,51.0,51.0,9.0,0.0,10.0,4.0
Sagar Pun,8.0,86.0,100.0,0.0,0.0,0.0,86.0,8.0,10.75,86.0,0.0,0.0,0.0,54.0,30.0,4.0,0.0,12.0,0.0
Saghir Hossain,1.0,6.0,15.0,0.0,0.0,0.0,6.0,1.0,6.0,40.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,0.0
Sahel Zadran,11.0,51.0,59.0,1.0,2.0,3.0,51.0,8.0,6.38,86.44,0.0,0.0,0.0,32.0,16.0,6.0,1.0,2.0,2.0
Sahibzada Farhan,16.0,231.0,235.0,1.0,1.0,2.0,231.0,14.0,16.5,98.3,0.0,0.0,3.0,119.0,73.0,15.0,0.0,20.0,8.0
Sahil Chauhan,2.0,18.0,9.0,2.0,0.0,2.0,18.0,0.0,0.0,200.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,2.0
Sahir Naqash,22.0,288.0,219.0,5.0,5.0,10.0,288.0,12.0,24.0,131.51,0.0,0.0,2.0,70.0,91.0,28.0,1.0,18.0,11.0
Said Hakim,1.0,6.0,12.0,0.0,1.0,1.0,6.0,0.0,0.0,50.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0
Saif Badar,4.0,21.0,23.0,0.0,0.0,0.0,21.0,4.0,5.25,91.3,0.0,0.0,0.0,11.0,9.0,1.0,0.0,1.0,1.0
Saif Hassan,10.0,138.0,144.0,0.0,1.0,1.0,138.0,9.0,15.33,95.83,0.0,1.0,1.0,75.0,48.0,4.0,0.0,10.0,7.0
Saifullah Bangash,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Saim Ayub,41.0,1084.0,813.0,1.0,1.0,2.0,1084.0,39.0,27.79,133.33,0.0,9.0,6.0,362.0,249.0,40.0,1.0,107.0,54.0
Saim Hussain,16.0,577.0,420.0,2.0,0.0,2.0,577.0,14.0,41.21,137.38,1.0,4.0,3.0,172.0,123.0,48.0,0.0,52.0,25.0
Sajad Ahmadzai,4.0,26.0,24.0,0.0,1.0,1.0,26.0,3.0,8.67,108.33,0.0,0.0,0.0,14.0,5.0,1.0,1.0,1.0,2.0
Sajedul Islam,1.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,11.11,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0
Sajid Cheema,3.0,31.0,43.0,0.0,0.0,0.0,31.0,3.0,10.33,72.09,0.0,0.0,0.0,27.0,11.0,2.0,0.0,1.0,2.0
Sajid Liaqat,1.0,15.0,15.0,0.0,0.0,0.0,15.0,1.0,15.0,100.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,1.0
Salauddin Sakil,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Salman Butt,31.0,724.0,693.0,0.0,1.0,1.0,724.0,30.0,24.13,104.47,0.0,3.0,6.0,321.0,236.0,35.0,2.0,91.0,8.0
Salman Hossain,4.0,33.0,31.0,0.0,2.0,2.0,33.0,2.0,16.5,106.45,0.0,0.0,0.0,18.0,7.0,0.0,0.0,5.0,1.0
Salman Irshad,10.0,14.0,28.0,1.0,4.0,5.0,14.0,5.0,2.8,50.0,0.0,0.0,0.0,19.0,8.0,0.0,0.0,0.0,1.0
Salman Nazar,1.0,10.0,9.0,0.0,0.0,0.0,10.0,1.0,10.0,111.11,0.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0
Sameen Gul,3.0,10.0,17.0,1.0,3.0,4.0,10.0,-1.0,0.0,58.82,0.0,0.0,0.0,11.0,4.0,1.0,0.0,1.0,0.0
Sameer Patel,7.0,98.0,118.0,1.0,0.0,1.0,98.0,6.0,16.33,83.05,0.0,0.0,1.0,67.0,32.0,9.0,0.0,6.0,4.0
Sami Sohail,7.0,221.0,209.0,3.0,1.0,4.0,221.0,3.0,73.67,105.74,0.0,2.0,1.0,80.0,83.0,26.0,2.0,14.0,4.0
Sami Ullah,7.0,105.0,58.0,1.0,0.0,1.0,105.0,6.0,17.5,181.03,0.0,0.0,2.0,19.0,17.0,3.0,2.0,13.0,4.0
Samiallah Khalil,2.0,3.0,6.0,0.0,0.0,0.0,3.0,2.0,1.5,50.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
Samiullah Rahmani,1.0,25.0,26.0,0.0,1.0,1.0,25.0,0.0,0.0,96.15,0.0,0.0,0.0,16.0,3.0,3.0,0.0,4.0,0.0
Samiullah Shenwari,63.0,1128.0,980.0,6.0,5.0,11.0,1128.0,52.0,21.69,115.1,0.0,3.0,13.0,380.0,418.0,55.0,2.0,78.0,47.0
Sana Ullah,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Sandeep Goud,22.0,170.0,180.0,2.0,4.0,6.0,170.0,16.0,10.62,94.44,0.0,0.0,1.0,82.0,71.0,12.0,1.0,6.0,8.0
Sandeep Sharma,26.0,55.0,74.0,5.0,18.0,23.0,55.0,3.0,18.33,74.32,0.0,0.0,0.0,33.0,35.0,2.0,0.0,4.0,0.0
Sanjay Kumar,2.0,9.0,7.0,0.0,1.0,1.0,9.0,1.0,9.0,128.57,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0
Sanjit Saha,3.0,7.0,23.0,0.0,1.0,1.0,7.0,2.0,3.5,30.43,0.0,0.0,0.0,17.0,5.0,1.0,0.0,0.0,0.0
Sanvir Singh,2.0,11.0,9.0,0.0,1.0,1.0,11.0,1.0,11.0,122.22,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0
Sapan Mehta,5.0,74.0,84.0,0.0,0.0,0.0,74.0,5.0,14.8,88.1,0.0,0.0,1.0,35.0,31.0,14.0,1.0,3.0,0.0
Saqib Naveed,1.0,4.0,14.0,0.0,1.0,1.0,4.0,0.0,0.0,28.57,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0
Saqib Zulfiqar,3.0,33.0,38.0,0.0,0.0,0.0,33.0,3.0,11.0,86.84,0.0,0.0,0.0,13.0,20.0,3.0,1.0,1.0,0.0
Saqlain Ali,2.0,3.0,9.0,0.0,0.0,0.0,3.0,2.0,1.5,33.33,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0
Saqlain Arshad,7.0,193.0,143.0,0.0,1.0,1.0,193.0,6.0,32.17,134.97,0.0,1.0,2.0,65.0,35.0,13.0,2.0,21.0,7.0
Saqlain Haider,4.0,14.0,36.0,0.0,1.0,1.0,14.0,3.0,4.67,38.89,0.0,0.0,0.0,24.0,10.0,2.0,0.0,0.0,0.0
Saqlain Sajib,10.0,29.0,34.0,2.0,6.0,8.0,29.0,2.0,14.5,85.29,0.0,0.0,0.0,14.0,16.0,1.0,1.0,2.0,0.0
Saran Aslam,6.0,78.0,41.0,0.0,1.0,1.0,78.0,5.0,15.6,190.24,0.0,0.0,1.0,11.0,16.0,3.0,0.0,5.0,6.0
Sarawut Maliwan,1.0,5.0,9.0,0.0,1.0,1.0,5.0,0.0,0.0,55.56,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0
Sarfaraj Patel,3.0,19.0,36.0,1.0,0.0,1.0,19.0,2.0,9.5,52.78,0.0,0.0,0.0,24.0,5.0,7.0,0.0,0.0,0.0
Sarfaraz Ali,29.0,578.0,404.0,2.0,0.0,2.0,578.0,27.0,21.41,143.07,0.0,3.0,5.0,212.0,86.0,11.0,2.0,47.0,46.0
Sarfraz Ahmed,112.0,2374.0,1967.0,15.0,17.0,32.0,2374.0,80.0,29.68,120.69,0.0,10.0,23.0,637.0,907.0,153.0,9.0,216.0,45.0
Sarfraz Butt,2.0,21.0,20.0,0.0,1.0,1.0,21.0,1.0,21.0,105.0,0.0,0.0,0.0,6.0,9.0,4.0,0.0,1.0,0.0
Sathya Narayanan,5.0,35.0,51.0,0.0,1.0,1.0,35.0,4.0,8.75,68.63,0.0,0.0,0.0,26.0,20.0,2.0,1.0,2.0,0.0
Saud Islam,19.0,452.0,440.0,2.0,0.0,2.0,452.0,17.0,26.59,102.73,0.0,3.0,3.0,204.0,146.0,36.0,1.0,43.0,9.0
Saud Munir,5.0,17.0,34.0,2.0,2.0,4.0,17.0,1.0,17.0,50.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0
Sayed Monib,16.0,218.0,121.0,4.0,1.0,5.0,218.0,11.0,19.82,180.17,0.0,0.0,2.0,39.0,46.0,4.0,0.0,14.0,18.0
Sayed Shirzad,5.0,44.0,38.0,0.0,2.0,2.0,44.0,3.0,14.67,115.79,0.0,0.0,0.0,15.0,16.0,0.0,0.0,7.0,0.0
Sazib Bhuiyan,10.0,103.0,75.0,1.0,1.0,2.0,103.0,8.0,12.88,137.33,0.0,1.0,0.0,32.0,22.0,6.0,1.0,9.0,5.0
Sazzad Hosen,5.0,54.0,58.0,0.0,0.0,0.0,54.0,5.0,10.8,93.1,0.0,0.0,0.0,32.0,14.0,4.0,0.0,8.0,0.0
Sediqullah Atal,3.0,17.0,31.0,0.0,0.0,0.0,17.0,3.0,5.67,54.84,0.0,0.0,0.0,22.0,7.0,0.0,0.0,1.0,1.0
Shabir Noori,1.0,15.0,18.0,0.0,0.0,0.0,15.0,1.0,15.0,83.33,0.0,0.0,0.0,9.0,5.0,3.0,0.0,1.0,0.0
Shadab Khan,136.0,2113.0,1601.0,12.0,16.0,28.0,2113.0,108.0,19.56,131.98,0.0,9.0,15.0,587.0,629.0,135.0,2.0,140.0,108.0
Shadman Islam,9.0,151.0,165.0,0.0,0.0,0.0,151.0,9.0,16.78,91.52,0.0,0.0,1.0,78.0,62.0,7.0,0.0,16.0,1.0
Shafat Ali Syed,2.0,51.0,27.0,0.0,0.0,0.0,51.0,2.0,25.5,188.89,0.0,1.0,0.0,13.0,5.0,1.0,0.0,2.0,6.0
Shafiq Sharif,12.0,190.0,161.0,0.0,1.0,1.0,190.0,11.0,17.27,118.01,0.0,0.0,4.0,74.0,49.0,9.0,1.0,24.0,4.0
Shafiqullah,46.0,537.0,388.0,7.0,8.0,15.0,537.0,31.0,17.32,138.4,0.0,1.0,4.0,158.0,133.0,24.0,2.0,38.0,33.0
Shafiqullah Ghafari,1.0,5.0,5.0,0.0,0.0,0.0,5.0,1.0,5.0,100.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
Shafiul Islam,28.0,143.0,167.0,6.0,5.0,11.0,143.0,17.0,8.41,85.63,0.0,0.0,0.0,89.0,51.0,11.0,0.0,13.0,3.0
Shafraz Jaleel,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Shagharai Sefat,2.0,4.0,11.0,0.0,0.0,0.0,4.0,2.0,2.0,36.36,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0
Shahab Alam,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Shahadat Hossain,7.0,39.0,48.0,2.0,2.0,4.0,39.0,3.0,13.0,81.25,0.0,0.0,0.0,23.0,19.0,2.0,0.0,4.0,0.0
Shahbaz Ahmed,25.0,321.0,294.0,5.0,1.0,6.0,321.0,19.0,16.89,109.18,0.0,0.0,3.0,123.0,113.0,23.0,2.0,21.0,12.0
Shahbaz Badar,8.0,74.0,80.0,0.0,0.0,0.0,74.0,8.0,9.25,92.5,0.0,0.0,1.0,38.0,27.0,7.0,1.0,6.0,1.0
Shaheen Shah Afridi,48.0,354.0,290.0,8.0,9.0,17.0,354.0,31.0,11.42,122.07,0.0,1.0,2.0,154.0,74.0,12.0,0.0,22.0,28.0
Shaheryar Butt,13.0,275.0,212.0,2.0,1.0,3.0,275.0,10.0,27.5,129.72,0.0,1.0,2.0,99.0,61.0,13.0,2.0,20.0,17.0
Shahid Afridi,220.0,3279.0,2247.0,22.0,13.0,35.0,3279.0,185.0,17.72,145.93,1.0,7.0,21.0,836.0,804.0,168.0,7.0,236.0,194.0
Shahid Arshad,4.0,30.0,43.0,0.0,0.0,0.0,30.0,4.0,7.5,69.77,0.0,0.0,0.0,23.0,14.0,4.0,0.0,2.0,0.0
Shahid Mahmood,4.0,21.0,26.0,2.0,1.0,3.0,21.0,1.0,21.0,80.77,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,2.0
Shahid Wasif,21.0,322.0,315.0,3.0,3.0,6.0,322.0,15.0,21.47,102.22,0.0,1.0,2.0,135.0,127.0,17.0,3.0,23.0,10.0
Shahid Yousuf,6.0,99.0,100.0,1.0,0.0,1.0,99.0,5.0,19.8,99.0,0.0,0.0,0.0,41.0,41.0,8.0,0.0,9.0,1.0
Shahidullah,11.0,200.0,165.0,0.0,2.0,2.0,200.0,9.0,22.22,121.21,0.0,0.0,3.0,63.0,68.0,12.0,0.0,12.0,10.0
Shahil Momin,15.0,231.0,255.0,1.0,2.0,3.0,231.0,12.0,19.25,90.59,0.0,0.0,3.0,103.0,106.0,30.0,1.0,14.0,1.0
Shahnawaz Dhani,4.0,22.0,16.0,0.0,3.0,3.0,22.0,1.0,22.0,137.5,0.0,0.0,0.0,9.0,2.0,2.0,0.0,1.0,2.0
Shahriar Nafees,41.0,961.0,903.0,2.0,3.0,5.0,961.0,36.0,26.69,106.42,1.0,6.0,4.0,393.0,343.0,42.0,2.0,105.0,18.0
Shahrukh Quddus,3.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,33.33,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
Shahzaib Hasan,19.0,343.0,306.0,0.0,0.0,0.0,343.0,19.0,18.05,112.09,0.0,1.0,2.0,157.0,79.0,16.0,2.0,43.0,9.0
Shahzeb Choudhry,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Shaik Basha,6.0,69.0,63.0,1.0,1.0,2.0,69.0,4.0,17.25,109.52,0.0,0.0,1.0,24.0,27.0,7.0,0.0,1.0,4.0
Shaiman Anwar,32.0,971.0,787.0,2.0,1.0,3.0,971.0,29.0,33.48,123.38,1.0,6.0,9.0,319.0,292.0,53.0,5.0,75.0,43.0
Shakeel Ahmed,3.0,27.0,26.0,1.0,0.0,1.0,27.0,2.0,13.5,103.85,0.0,0.0,0.0,10.0,13.0,0.0,0.0,2.0,1.0
Shakeel Ansar,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Shakerullah Safi,1.0,0.0,1.0,0.0,2.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Shakib Al Hasan,298.0,5698.0,4673.0,23.0,25.0,48.0,5698.0,250.0,22.79,121.93,0.0,27.0,39.0,1714.0,1937.0,312.0,13.0,542.0,155.0
Shamim Hossain,31.0,584.0,493.0,3.0,1.0,4.0,584.0,27.0,21.63,118.46,0.0,3.0,4.0,212.0,173.0,30.0,1.0,57.0,20.0
Shamsudheen Purat,1.0,23.0,22.0,0.0,0.0,0.0,23.0,1.0,23.0,104.55,0.0,0.0,0.0,11.0,7.0,0.0,0.0,4.0,0.0
Shamsullah Ehsan,4.0,16.0,41.0,0.0,0.0,0.0,16.0,4.0,4.0,39.02,0.0,0.0,0.0,30.0,7.0,3.0,1.0,0.0,0.0
Shamsur Rahman,46.0,966.0,836.0,2.0,2.0,4.0,966.0,42.0,23.0,115.55,0.0,8.0,5.0,343.0,320.0,52.0,2.0,89.0,30.0
Shan Masood,84.0,2449.0,1918.0,4.0,3.0,7.0,2449.0,77.0,31.81,127.69,0.0,17.0,20.0,663.0,772.0,162.0,10.0,271.0,39.0
Shantanu Kaveri,2.0,18.0,33.0,0.0,0.0,0.0,18.0,2.0,9.0,54.55,0.0,0.0,0.0,24.0,4.0,3.0,0.0,2.0,0.0
Shaof Hassan,1.0,21.0,7.0,0.0,0.0,0.0,21.0,1.0,21.0,300.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0
Shapoor Zadran,11.0,28.0,79.0,0.0,9.0,9.0,28.0,2.0,14.0,35.44,0.0,0.0,0.0,67.0,8.0,1.0,0.0,0.0,3.0
Sharafuddin Ashraf,13.0,75.0,85.0,0.0,4.0,4.0,75.0,9.0,8.33,88.24,0.0,0.0,0.0,41.0,33.0,4.0,0.0,4.0,3.0
Sharifullah,3.0,11.0,9.0,1.0,0.0,1.0,11.0,2.0,5.5,122.22,0.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0
Shariz Ahmad,4.0,31.0,25.0,0.0,2.0,2.0,31.0,2.0,15.5,124.0,0.0,0.0,0.0,9.0,9.0,3.0,0.0,4.0,0.0
Sharjeel Khan,69.0,1558.0,1182.0,1.0,1.0,2.0,1558.0,67.0,23.25,131.81,2.0,6.0,11.0,588.0,308.0,35.0,4.0,157.0,90.0
Sharveen Surendran,2.0,27.0,38.0,0.0,1.0,1.0,27.0,1.0,27.0,71.05,0.0,0.0,0.0,19.0,14.0,3.0,1.0,1.0,0.0
Shashank Singh,5.0,69.0,47.0,1.0,0.0,1.0,69.0,4.0,17.25,146.81,0.0,0.0,0.0,18.0,15.0,5.0,0.0,5.0,4.0
Shashikant Laxman,2.0,10.0,11.0,0.0,0.0,0.0,10.0,2.0,5.0,90.91,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0
Shawaiz Irfan,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
Shawkat Zaman,2.0,30.0,20.0,0.0,1.0,1.0,30.0,1.0,30.0,150.0,0.0,0.0,0.0,7.0,8.0,1.0,0.0,2.0,2.0
Shehzad Patel,5.0,35.0,42.0,0.0,1.0,1.0,35.0,4.0,8.75,83.33,0.0,0.0,0.0,25.0,9.0,4.0,0.0,3.0,1.0
Sheikh Rasik,2.0,78.0,47.0,1.0,0.0,1.0,78.0,1.0,78.0,165.96,0.0,1.0,0.0,14.0,20.0,3.0,0.0,4.0,6.0
Sher Sahak,13.0,240.0,172.0,0.0,2.0,2.0,240.0,11.0,21.82,139.53,0.0,1.0,2.0,72.0,56.0,12.0,0.0,16.0,16.0
Sheraz Sheikh,10.0,133.0,145.0,2.0,1.0,3.0,133.0,7.0,19.0,91.72,0.0,0.0,1.0,84.0,39.0,6.0,0.0,7.0,9.0
Sherul Mehta,3.0,60.0,97.0,0.0,0.0,0.0,60.0,3.0,20.0,61.86,0.0,0.0,1.0,62.0,22.0,7.0,0.0,6.0,0.0
Shiraz Khan,20.0,266.0,274.0,2.0,7.0,9.0,266.0,11.0,24.18,97.08,0.0,1.0,1.0,123.0,114.0,11.0,0.0,13.0,13.0
Shivam Mavi,13.0,79.0,76.0,1.0,2.0,3.0,79.0,10.0,7.9,103.95,0.0,0.0,0.0,39.0,23.0,4.0,0.0,6.0,4.0
Shivam Sharma,2.0,5.0,3.0,1.0,0.0,1.0,5.0,1.0,5.0,166.67,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
Shoaib Ahmed,3.0,1.0,6.0,0.0,1.0,1.0,1.0,2.0,0.5,16.67,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
Shoaib Akhtar,7.0,23.0,24.0,1.0,3.0,4.0,23.0,3.0,7.67,95.83,0.0,0.0,0.0,15.0,4.0,1.0,1.0,2.0,1.0
Shoaib Khan,22.0,272.0,257.0,3.0,2.0,5.0,272.0,17.0,16.0,105.84,0.0,1.0,3.0,112.0,99.0,11.0,1.0,28.0,6.0
Shoaib Khan jnr,2.0,6.0,15.0,0.0,0.0,0.0,6.0,2.0,3.0,40.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0
Shoaib Malik,315.0,7820.0,6437.0,44.0,34.0,78.0,7820.0,237.0,33.0,121.49,0.0,43.0,71.0,2180.0,2916.0,474.0,26.0,584.0,257.0
Shoaib Rafiq,1.0,6.0,9.0,0.0,0.0,0.0,6.0,1.0,6.0,66.67,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0
Shohidul Islam,10.0,21.0,45.0,3.0,2.0,5.0,21.0,5.0,4.2,46.67,0.0,0.0,0.0,32.0,8.0,3.0,1.0,1.0,0.0
Shoriful Islam,17.0,76.0,65.0,3.0,8.0,11.0,76.0,6.0,12.67,116.92,0.0,0.0,0.0,36.0,14.0,3.0,0.0,8.0,4.0
Shubman Gill,98.0,3094.0,2350.0,7.0,8.0,15.0,3094.0,83.0,37.28,131.66,4.0,19.0,21.0,814.0,966.0,167.0,10.0,297.0,96.0
Shunan Ali,1.0,11.0,24.0,0.0,1.0,1.0,11.0,0.0,0.0,45.83,0.0,0.0,0.0,16.0,6.0,1.0,1.0,0.0,0.0
Shuvagata Hom,58.0,696.0,575.0,6.0,5.0,11.0,696.0,47.0,14.81,121.04,0.0,2.0,4.0,238.0,206.0,42.0,2.0,61.0,26.0
Shykat Ali,15.0,243.0,232.0,0.0,0.0,0.0,243.0,15.0,16.2,104.74,0.0,1.0,1.0,122.0,65.0,8.0,0.0,30.0,7.0
Sidhant Singh,9.0,178.0,144.0,0.0,2.0,2.0,178.0,7.0,25.43,123.61,0.0,2.0,0.0,53.0,58.0,12.0,0.0,15.0,6.0
Sikandar Raza,130.0,2621.0,2027.0,10.0,8.0,18.0,2621.0,112.0,23.4,129.3,0.0,14.0,17.0,779.0,749.0,173.0,12.0,197.0,117.0
Sikander Zulfiqar,6.0,41.0,42.0,0.0,0.0,0.0,41.0,6.0,6.83,97.62,0.0,0.0,0.0,14.0,21.0,4.0,0.0,3.0,0.0
